CustomerID,churn_probability,churn_prediction,churn_risk_tier,scored_model
17773,0.7864971496864848,1,High,LogisticRegression
16100,0.7663354571052903,1,High,LogisticRegression
16802,0.8799336805774676,1,High,LogisticRegression
17099,0.8234810548895906,1,High,LogisticRegression
16646,0.7471616429838044,1,High,LogisticRegression
14742,0.7509300403257148,1,High,LogisticRegression
15588,0.9370792226960221,1,High,LogisticRegression
12859,0.7889567725196844,1,High,LogisticRegression
13424,0.7485126679328226,1,High,LogisticRegression
13179,0.8727566482260675,1,High,LogisticRegression
17745,0.7854386097911049,1,High,LogisticRegression
15627,0.7551546614681711,1,High,LogisticRegression
13406,0.7676248322474669,1,High,LogisticRegression
17195,0.8875371411928632,1,High,LogisticRegression
13832,0.7260486352308172,1,High,LogisticRegression
15959,0.8688567964864958,1,High,LogisticRegression
16111,0.735183013790854,1,High,LogisticRegression
13245,0.7646451859614662,1,High,LogisticRegression
13998,0.728536431055059,1,High,LogisticRegression
17016,0.8500580189390123,1,High,LogisticRegression
15055,0.7201056721098169,1,High,LogisticRegression
15102,0.8080474073048454,1,High,LogisticRegression
15650,0.8067306835154587,1,High,LogisticRegression
13024,0.7789794596212415,1,High,LogisticRegression
15200,0.8153470902383998,1,High,LogisticRegression
18140,0.8186357005362218,1,High,LogisticRegression
15080,0.7258744453906741,1,High,LogisticRegression
12800,0.7923555301247543,1,High,LogisticRegression
12819,0.7881057379038454,1,High,LogisticRegression
13785,0.7049207805152647,1,High,LogisticRegression
16576,0.7152264200257757,1,High,LogisticRegression
18207,0.8067543821798309,1,High,LogisticRegression
12810,0.8456497574953267,1,High,LogisticRegression
14940,0.7075282511034336,1,High,LogisticRegression
17665,0.8004523704667126,1,High,LogisticRegression
12777,0.7723182144067459,1,High,LogisticRegression
13553,0.8928100482572301,1,High,LogisticRegression
12979,0.9305103413847047,1,High,LogisticRegression
14949,0.7428239395824914,1,High,LogisticRegression
12825,0.8280148437485974,1,High,LogisticRegression
14008,0.7553324886814422,1,High,LogisticRegression
13123,0.7623731150025311,1,High,LogisticRegression
13190,0.8130533802690136,1,High,LogisticRegression
12366,0.9359517647511868,1,High,LogisticRegression
12953,0.8261035144466925,1,High,LogisticRegression
16799,0.714826920896988,1,High,LogisticRegression
15278,0.7849388578400021,1,High,LogisticRegression
12983,0.8562138674133131,1,High,LogisticRegression
14319,0.7548188205657386,1,High,LogisticRegression
14310,0.7753462375827531,1,High,LogisticRegression
12943,0.8398435924362466,1,High,LogisticRegression
13412,0.8865656402006024,1,High,LogisticRegression
12542,0.8036288105878832,1,High,LogisticRegression
13367,0.7750926406594338,1,High,LogisticRegression
14322,0.73555996184329,1,High,LogisticRegression
17104,0.7835351329252779,1,High,LogisticRegression
14058,0.7739203144034368,1,High,LogisticRegression
14369,0.8810063809268782,1,High,LogisticRegression
15387,0.8130955715177618,1,High,LogisticRegression
17294,0.896084913297422,1,High,LogisticRegression
16390,0.8279959419324684,1,High,LogisticRegression
14575,0.7934628182425383,1,High,LogisticRegression
18100,0.8358611521180742,1,High,LogisticRegression
14118,0.803630659553587,1,High,LogisticRegression
13957,0.7235469334558022,1,High,LogisticRegression
14011,0.7500431239399717,1,High,LogisticRegression
16069,0.7738011189156629,1,High,LogisticRegression
14296,0.7243349354835418,1,High,LogisticRegression
16039,0.7184304081673694,1,High,LogisticRegression
15264,0.8402619968083274,1,High,LogisticRegression
17067,0.9151892073141409,1,High,LogisticRegression
16481,0.9191611924587344,1,High,LogisticRegression
15418,0.7049967886262569,1,High,LogisticRegression
16870,0.7931712118519615,1,High,LogisticRegression
13150,0.8046584898040889,1,High,LogisticRegression
18244,0.7309195351601003,1,High,LogisticRegression
15126,0.8196434694701615,1,High,LogisticRegression
16939,0.7561360351518637,1,High,LogisticRegression
18201,0.9266814296950787,1,High,LogisticRegression
16095,0.7828687259256705,1,High,LogisticRegression
14010,0.8508949897428073,1,High,LogisticRegression
18134,0.8686483179692301,1,High,LogisticRegression
12788,0.7925466418137832,1,High,LogisticRegression
14996,0.7595167722949706,1,High,LogisticRegression
17699,0.7934163072314305,1,High,LogisticRegression
14979,0.9248581310507397,1,High,LogisticRegression
13432,0.8156385613545509,1,High,LogisticRegression
14846,0.7927633860970081,1,High,LogisticRegression
15908,0.7879894766398666,1,High,LogisticRegression
14877,0.7159117167937593,1,High,LogisticRegression
17729,0.8767732455464377,1,High,LogisticRegression
13413,0.810611556301457,1,High,LogisticRegression
14123,0.9293345536226238,1,High,LogisticRegression
16166,0.7594085354056961,1,High,LogisticRegression
15323,0.8231180079238961,1,High,LogisticRegression
18029,0.9005222615616091,1,High,LogisticRegression
17687,0.7648693082237954,1,High,LogisticRegression
16604,0.8625867099867838,1,High,LogisticRegression
14042,0.9308735211802724,1,High,LogisticRegression
18284,0.7489399258318588,1,High,LogisticRegression
17842,0.8980507995735196,1,High,LogisticRegression
15859,0.7836348707635433,1,High,LogisticRegression
16522,0.7632213376321836,1,High,LogisticRegression
12554,0.8295026484033647,1,High,LogisticRegression
14381,0.7580089771104921,1,High,LogisticRegression
17285,0.8750672937479913,1,High,LogisticRegression
12459,0.9083354411075133,1,High,LogisticRegression
17178,0.9340285921511454,1,High,LogisticRegression
15966,0.7806649873098153,1,High,LogisticRegression
15461,0.8349441448714858,1,High,LogisticRegression
15217,0.8609474737494666,1,High,LogisticRegression
18152,0.9232400694934867,1,High,LogisticRegression
17103,0.9154394081228124,1,High,LogisticRegression
13441,0.764357887195462,1,High,LogisticRegression
18128,0.8349527101802179,1,High,LogisticRegression
14097,0.7621036223994254,1,High,LogisticRegression
16137,0.9115477668235854,1,High,LogisticRegression
16847,0.8907110103963,1,High,LogisticRegression
15711,0.83929154835847,1,High,LogisticRegression
18089,0.8284384093621103,1,High,LogisticRegression
13698,0.8553029756476414,1,High,LogisticRegression
16541,0.9282069259216824,1,High,LogisticRegression
14208,0.842279507657768,1,High,LogisticRegression
17662,0.9024551423667937,1,High,LogisticRegression
16815,0.7336421953783141,1,High,LogisticRegression
12443,0.9492660543564065,1,High,LogisticRegression
16864,0.7535468897952499,1,High,LogisticRegression
16632,0.7893117972143958,1,High,LogisticRegression
13143,0.87488127654345,1,High,LogisticRegression
13640,0.9175336068283307,1,High,LogisticRegression
15941,0.9279372281218737,1,High,LogisticRegression
17209,0.8587811247131887,1,High,LogisticRegression
18111,0.8720696362058318,1,High,LogisticRegression
13530,0.8966907646984676,1,High,LogisticRegression
17168,0.8262662393314916,1,High,LogisticRegression
14678,0.8733708802838138,1,High,LogisticRegression
14471,0.8526031928917328,1,High,LogisticRegression
14172,0.8581532693752502,1,High,LogisticRegression
15613,0.8688720533309251,1,High,LogisticRegression
16538,0.7979908589917716,1,High,LogisticRegression
14736,0.7689432989408392,1,High,LogisticRegression
14793,0.8414164449607565,1,High,LogisticRegression
17918,0.7595054292691246,1,High,LogisticRegression
13879,0.9004221753287408,1,High,LogisticRegression
17617,0.8619274739485533,1,High,LogisticRegression
17563,0.8464316116674342,1,High,LogisticRegression
16783,0.7857970227680477,1,High,LogisticRegression
18285,0.9192395788398068,1,High,LogisticRegression
14072,0.9244643321507731,1,High,LogisticRegression
14706,0.8854346644847353,1,High,LogisticRegression
17753,0.7177913544553058,1,High,LogisticRegression
17480,0.7819882350729357,1,High,LogisticRegression
17116,0.8830195501994583,1,High,LogisticRegression
16406,0.7368576167003223,1,High,LogisticRegression
15216,0.892166192462341,1,High,LogisticRegression
17479,0.896347019267878,1,High,LogisticRegression
12677,0.8215899887034235,1,High,LogisticRegression
18162,0.9188763252333841,1,High,LogisticRegression
13896,0.899007000823158,1,High,LogisticRegression
12499,0.8172461036220395,1,High,LogisticRegression
16492,0.8489090750692506,1,High,LogisticRegression
14826,0.8753304203140708,1,High,LogisticRegression
15837,0.8117511330133591,1,High,LogisticRegression
17012,0.9222632585709275,1,High,LogisticRegression
14767,0.8278281214847968,1,High,LogisticRegression
17568,0.8766311610690597,1,High,LogisticRegression
16304,0.9173671635272115,1,High,LogisticRegression
13997,0.7949055456199284,1,High,LogisticRegression
12796,0.932951011672599,1,High,LogisticRegression
16577,0.9140226687933432,1,High,LogisticRegression
12519,0.7696961534274511,1,High,LogisticRegression
14200,0.8966804856112769,1,High,LogisticRegression
12941,0.9209468342217519,1,High,LogisticRegression
17717,0.7540488117866232,1,High,LogisticRegression
16544,0.8144282349068208,1,High,LogisticRegression
14531,0.8027313373830062,1,High,LogisticRegression
13688,0.9216177765181793,1,High,LogisticRegression
12634,0.8606104983227262,1,High,LogisticRegression
16978,0.9009676930078537,1,High,LogisticRegression
13164,0.8790113218560058,1,High,LogisticRegression
15504,0.8035448889572216,1,High,LogisticRegression
15765,0.9027009352080988,1,High,LogisticRegression
14168,0.7723080279076221,1,High,LogisticRegression
17792,0.7700918925603923,1,High,LogisticRegression
17233,0.7619621267441118,1,High,LogisticRegression
15477,0.928753276082378,1,High,LogisticRegression
17437,0.8209578350031267,1,High,LogisticRegression
14018,0.9083434667940277,1,High,LogisticRegression
16974,0.8696236222191858,1,High,LogisticRegression
15029,0.9011913329861317,1,High,LogisticRegression
14253,0.8351616611611961,1,High,LogisticRegression
18091,0.8621560141662032,1,High,LogisticRegression
17945,0.8786230874611347,1,High,LogisticRegression
13442,0.8877606217069495,1,High,LogisticRegression
14919,0.8699468062037281,1,High,LogisticRegression
13927,0.782896915644403,1,High,LogisticRegression
13234,0.8892212502500578,1,High,LogisticRegression
17748,0.8614929297078754,1,High,LogisticRegression
15595,0.8605689318504534,1,High,LogisticRegression
17810,0.8932838080858274,1,High,LogisticRegression
14968,0.7917635589472684,1,High,LogisticRegression
18208,0.8851343007910272,1,High,LogisticRegression
14268,0.8198610589332297,1,High,LogisticRegression
13281,0.7873140924670501,1,High,LogisticRegression
17780,0.8688329680862867,1,High,LogisticRegression
17196,0.744230621089625,1,High,LogisticRegression
16857,0.8106720157353924,1,High,LogisticRegression
16192,0.9390454387019578,1,High,LogisticRegression
16263,0.7792141628125673,1,High,LogisticRegression
16476,0.7808059987285888,1,High,LogisticRegression
13765,0.9053591155482338,1,High,LogisticRegression
18186,0.9317189489078763,1,High,LogisticRegression
18090,0.7390365347050977,1,High,LogisticRegression
14545,0.9113944601655276,1,High,LogisticRegression
17577,0.8920709513174793,1,High,LogisticRegression
15282,0.8539019095058843,1,High,LogisticRegression
12760,0.8438212563687463,1,High,LogisticRegression
15085,0.9409413120174818,1,High,LogisticRegression
18199,0.9254903378798285,1,High,LogisticRegression
13966,0.7652904321746233,1,High,LogisticRegression
14989,0.9118041922757817,1,High,LogisticRegression
17833,0.9302788853852547,1,High,LogisticRegression
13877,0.772955893829013,1,High,LogisticRegression
16585,0.8743014984207926,1,High,LogisticRegression
16044,0.792499590103596,1,High,LogisticRegression
15818,0.884273541600507,1,High,LogisticRegression
12900,0.7972652689123462,1,High,LogisticRegression
14630,0.8328352463837475,1,High,LogisticRegression
12869,0.9144790625100067,1,High,LogisticRegression
12780,0.9074816009117919,1,High,LogisticRegression
15748,0.7853061807460142,1,High,LogisticRegression
17627,0.809438401767798,1,High,LogisticRegression
17488,0.9091476057832114,1,High,LogisticRegression
17296,0.9272041980860461,1,High,LogisticRegression
16273,0.9141590172939387,1,High,LogisticRegression
16234,0.7869020065174644,1,High,LogisticRegression
17439,0.9128604442228486,1,High,LogisticRegression
14724,0.8703143723164013,1,High,LogisticRegression
14094,0.7741877535375057,1,High,LogisticRegression
15878,0.826293220613653,1,High,LogisticRegression
17518,0.7050805592917516,1,High,LogisticRegression
15979,0.8726359679671796,1,High,LogisticRegression
16452,0.889665767205798,1,High,LogisticRegression
13400,0.869361267099229,1,High,LogisticRegression
12698,0.8661932874444197,1,High,LogisticRegression
12850,0.8418944978635972,1,High,LogisticRegression
16436,0.8759731050309698,1,High,LogisticRegression
13710,0.7850856562841667,1,High,LogisticRegression
16286,0.8132139722283493,1,High,LogisticRegression
16141,0.7776745536514064,1,High,LogisticRegression
13498,0.92889490015932,1,High,LogisticRegression
12804,0.7978245228116051,1,High,LogisticRegression
12460,0.8508210172586381,1,High,LogisticRegression
13111,0.9352912148415036,1,High,LogisticRegression
13661,0.8970210457967656,1,High,LogisticRegression
15982,0.8813785596258223,1,High,LogisticRegression
12946,0.7955213577845378,1,High,LogisticRegression
15735,0.7777394309680385,1,High,LogisticRegression
13025,0.9355421461501503,1,High,LogisticRegression
16195,0.9373321193439164,1,High,LogisticRegression
16856,0.7609065044497445,1,High,LogisticRegression
13197,0.8904471924104366,1,High,LogisticRegression
14263,0.7883700648885852,1,High,LogisticRegression
14137,0.9205525003179187,1,High,LogisticRegression
13834,0.8607807338002702,1,High,LogisticRegression
17471,0.8224725747001977,1,High,LogisticRegression
15770,0.907062988781008,1,High,LogisticRegression
17182,0.8211216998874312,1,High,LogisticRegression
15006,0.792355501374539,1,High,LogisticRegression
16715,0.8664464477095903,1,High,LogisticRegression
14991,0.7839485632749761,1,High,LogisticRegression
16683,0.8550057365978241,1,High,LogisticRegression
14244,0.9022143694263253,1,High,LogisticRegression
15682,0.8636112401715009,1,High,LogisticRegression
18253,0.9213499005698388,1,High,LogisticRegression
12529,0.8150058621440559,1,High,LogisticRegression
15196,0.7551469832937594,1,High,LogisticRegression
15614,0.5748056661643877,1,Medium,LogisticRegression
17145,0.6119869420416917,1,Medium,LogisticRegression
16736,0.625502155401203,1,Medium,LogisticRegression
15817,0.5600862626802324,1,Medium,LogisticRegression
14564,0.6886510922421542,1,Medium,LogisticRegression
17113,0.6843355306519032,1,Medium,LogisticRegression
15629,0.6201521041412947,1,Medium,LogisticRegression
12806,0.6546222852333746,1,Medium,LogisticRegression
17822,0.5163477598250318,1,Medium,LogisticRegression
13478,0.5876357485154613,1,Medium,LogisticRegression
16004,0.619550552772476,1,Medium,LogisticRegression
14634,0.5604335643021771,1,Medium,LogisticRegression
18258,0.5994463641009422,1,Medium,LogisticRegression
15934,0.6413775345772904,1,Medium,LogisticRegression
16176,0.594930604990643,1,Medium,LogisticRegression
16290,0.6210262433582376,1,Medium,LogisticRegression
14225,0.5911391040585959,1,Medium,LogisticRegression
13696,0.66640031279314,1,Medium,LogisticRegression
13687,0.6488000486019365,1,Medium,LogisticRegression
15003,0.5800232968382444,1,Medium,LogisticRegression
15542,0.6940650613475973,1,Medium,LogisticRegression
12482,0.4935726059791323,0,Medium,LogisticRegression
18251,0.42597781554992814,0,Medium,LogisticRegression
14063,0.4939619379433342,0,Medium,LogisticRegression
13214,0.4327883348978931,0,Medium,LogisticRegression
15015,0.4952520633088668,0,Medium,LogisticRegression
15481,0.7237291968195718,1,High,LogisticRegression
12629,0.7019250180472725,1,High,LogisticRegression
12803,0.7261750069864553,1,High,LogisticRegression
15876,0.7103928887919899,1,High,LogisticRegression
15165,0.7017304577324448,1,High,LogisticRegression
12767,0.7304410372007714,1,High,LogisticRegression
12874,0.7072582630684433,1,High,LogisticRegression
14932,0.7209902407996692,1,High,LogisticRegression
17876,0.7212035036062279,1,High,LogisticRegression
12505,0.7760111112814483,1,High,LogisticRegression
17308,0.7137845549566539,1,High,LogisticRegression
13270,0.7860449194469165,1,High,LogisticRegression
12797,0.7259474619313677,1,High,LogisticRegression
15922,0.7370686812139297,1,High,LogisticRegression
13970,0.711676020383718,1,High,LogisticRegression
12386,0.7173405914614949,1,High,LogisticRegression
12537,0.7699017916308054,1,High,LogisticRegression
13840,0.729558957226278,1,High,LogisticRegression
13237,0.7489959725291967,1,High,LogisticRegression
17038,0.7181341838091096,1,High,LogisticRegression
13836,0.702432722169618,1,High,LogisticRegression
17473,0.7072399889165163,1,High,LogisticRegression
16590,0.711144217548853,1,High,LogisticRegression
17815,0.729516215155947,1,High,LogisticRegression
17098,0.717461686130858,1,High,LogisticRegression
17310,0.781553892263629,1,High,LogisticRegression
16001,0.7113340125292262,1,High,LogisticRegression
13359,0.7394939375504997,1,High,LogisticRegression
17674,0.710039563662003,1,High,LogisticRegression
17407,0.7391424904959177,1,High,LogisticRegression
18098,0.7036140363296152,1,High,LogisticRegression
17291,0.7761751503894364,1,High,LogisticRegression
12781,0.7039453791539972,1,High,LogisticRegression
15842,0.7020662182485008,1,High,LogisticRegression
13369,0.7241104702858705,1,High,LogisticRegression
15728,0.7398794287220486,1,High,LogisticRegression
12958,0.7125277577802887,1,High,LogisticRegression
13961,0.7464731845731251,1,High,LogisticRegression
16785,0.7336192547881598,1,High,LogisticRegression
13977,0.7653974629262871,1,High,LogisticRegression
14429,0.7454624216431092,1,High,LogisticRegression
18243,0.7567860395536342,1,High,LogisticRegression
17413,0.7456532702807054,1,High,LogisticRegression
14594,0.7076851427144042,1,High,LogisticRegression
13045,0.7231717144980976,1,High,LogisticRegression
13496,0.7079711714482593,1,High,LogisticRegression
12907,0.7216355657914123,1,High,LogisticRegression
17276,0.7315835437630098,1,High,LogisticRegression
17106,0.725071268942296,1,High,LogisticRegression
17925,0.8079606347500053,1,High,LogisticRegression
13733,0.7105368048074265,1,High,LogisticRegression
17476,0.7076467715325888,1,High,LogisticRegression
15138,0.7258248958273853,1,High,LogisticRegression
18084,0.7380849206633315,1,High,LogisticRegression
16635,0.7460594682659384,1,High,LogisticRegression
18083,0.7279320628400189,1,High,LogisticRegression
17274,0.7241259022952882,1,High,LogisticRegression
14627,0.7173188044241186,1,High,LogisticRegression
16310,0.7235367332037336,1,High,LogisticRegression
12419,0.7633499902549528,1,High,LogisticRegression
15961,0.7236762036859143,1,High,LogisticRegression
13864,0.8208780437649382,1,High,LogisticRegression
13738,0.7020819538219832,1,High,LogisticRegression
13086,0.722897037446765,1,High,LogisticRegression
13964,0.7098332912458892,1,High,LogisticRegression
12376,0.7858037001501403,1,High,LogisticRegression
13624,0.7186531924645869,1,High,LogisticRegression
14603,0.7020559306990574,1,High,LogisticRegression
13574,0.7098224997366741,1,High,LogisticRegression
17855,0.7193939199569165,1,High,LogisticRegression
17258,0.7003799587327679,1,High,LogisticRegression
15011,0.718906063562632,1,High,LogisticRegression
15968,0.7013995850476985,1,High,LogisticRegression
12608,0.754573657558049,1,High,LogisticRegression
16355,0.7129870708235544,1,High,LogisticRegression
13073,0.7243350653143465,1,High,LogisticRegression
17598,0.7735709486956465,1,High,LogisticRegression
17000,0.7049648369014957,1,High,LogisticRegression
14358,0.7024775742910276,1,High,LogisticRegression
13597,0.7303172750899297,1,High,LogisticRegression
13252,0.7372312580996223,1,High,LogisticRegression
13067,0.7685813079964672,1,High,LogisticRegression
