CustomerID,source_run_generated_at,Recency,Frequency,Monetary,avg_basket_value,unique_products,DominantCountry,churn_probability,churn_prediction,churn_risk_tier,churn_label,segment,segment_churn_rate,anomaly_flag,anomaly_score,customer_value_tier,priority_rank,priority_score,recommended_action,action_reason,retention_offer_type,cross_sell_signal,next_best_offer
16993,2026-06-03T04:00:35+00:00,363,2,1944.95,972.475,19,United Kingdom,0.7575017114098034,1,High,1,0,0.9003,True,0.47966155,Medium,20,105,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
17305,2026-06-03T04:00:35+00:00,548,1,1898.34,1898.34,9,United Kingdom,0.8891335209853364,1,High,1,0,0.9003,True,0.46825504,Medium,21,105,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
12911,2026-06-03T04:00:35+00:00,451,1,1638.31,1638.31,220,United Kingdom,0.7591054695450579,1,High,1,0,0.9003,True,0.6239119,Medium,22,105,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
13205,2026-06-03T04:00:35+00:00,343,1,1401.6,1401.6,1,United Kingdom,0.8468983238524666,1,High,1,0,0.9003,True,1.2854421,Medium,23,105,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
18052,2026-06-03T04:00:35+00:00,464,1,1355.52,1355.52,16,United Kingdom,0.817833437971751,1,High,1,0,0.9003,True,2.280194,Medium,24,105,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
17474,2026-06-03T04:00:35+00:00,499,1,1047.0,1047.0,6,United Kingdom,0.8962768604535285,1,High,1,0,0.9003,True,0.48061392,Medium,25,105,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
13526,2026-06-03T04:00:35+00:00,638,2,1032.36,516.18,29,United Kingdom,0.8900942213926445,1,High,1,0,0.9003,True,0.38305226,Medium,26,105,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
15008,2026-06-03T04:00:35+00:00,380,2,340.4,170.2,6,United Kingdom,0.7852026559636731,1,High,1,0,0.9003,True,0.37757334,Medium,27,105,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
16772,2026-06-03T04:00:35+00:00,323,3,3695.55,1231.85,54,United Kingdom,0.623715372774494,1,Medium,1,0,0.9003,True,0.6333575,High,28,100,Manual review,"Anomalous behaviour, no stronger action",None,No,
12511,2026-06-03T04:00:35+00:00,328,1,3083.5,3083.5,190,Greece,0.6835253835663326,1,Medium,1,0,0.9003,True,0.5422554,High,29,100,Manual review,"Anomalous behaviour, no stronger action",None,No,
16335,2026-06-03T04:00:35+00:00,451,7,2765.0,395.0,193,United Kingdom,0.623911158665492,1,Medium,1,0,0.9003,True,0.36160406,High,30,100,Manual review,"Anomalous behaviour, no stronger action",None,No,
12385,2026-06-03T04:00:35+00:00,279,1,1937.5,1937.5,65,Belgium,0.7118175719599453,1,High,1,0,0.9003,True,0.9159512,Medium,31,95,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
15171,2026-06-03T04:00:35+00:00,231,1,1289.5,1289.5,5,United Kingdom,0.7143112358350796,1,High,1,0,0.9003,True,0.68261,Medium,32,95,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
12666,2026-06-03T04:00:35+00:00,294,1,1244.42,1244.42,31,Israel,0.7664276410989322,1,High,1,0,0.9003,True,0.41772628,Medium,33,95,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
14213,2026-06-03T04:00:35+00:00,304,1,1192.2,1192.2,5,United Kingdom,0.7812051270932646,1,High,1,0,0.9003,True,0.62206894,Medium,34,95,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
14612,2026-06-03T04:00:35+00:00,315,1,877.7,877.7,14,United Kingdom,0.7819705006744747,1,High,1,0,0.9003,True,0.40274397,Medium,35,95,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
18279,2026-06-03T04:00:35+00:00,419,1,229.58,229.58,13,United Kingdom,0.8334499137889002,1,High,1,0,0.9003,True,0.43359324,Low,36,95,Win-back campaign,"High churn risk, lower value; anomaly flagged",Light discount,No,
16795,2026-06-03T04:00:35+00:00,265,3,2487.39,829.1300000000001,306,United Kingdom,0.4698747224438311,0,Medium,1,0,0.9003,True,0.7755838,High,37,90,Manual review,"Anomalous behaviour, no stronger action",None,No,
12687,2026-06-03T04:00:35+00:00,380,2,1873.86,936.93,126,Sweden,0.7272063782513495,1,High,1,0,0.9003,False,,Medium,38,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
18214,2026-06-03T04:00:35+00:00,430,4,1780.34,445.085,38,United Kingdom,0.7166450381604613,1,High,1,0,0.9003,False,,Medium,39,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15911,2026-06-03T04:00:35+00:00,523,8,1702.44,212.805,162,United Kingdom,0.7025746237751052,1,High,1,0,0.9003,False,,Medium,40,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12813,2026-06-03T04:00:35+00:00,401,3,1684.6,561.5333333333333,37,Netherlands,0.7654940603997791,1,High,1,0,0.9003,False,,Medium,41,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14831,2026-06-03T04:00:35+00:00,580,3,1676.57,558.8566666666667,67,United Kingdom,0.8361918762459366,1,High,1,0,0.9003,False,,Medium,42,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14028,2026-06-03T04:00:35+00:00,450,3,1670.4,556.8,3,United Kingdom,0.8133966445224721,1,High,1,0,0.9003,False,,Medium,43,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14695,2026-06-03T04:00:35+00:00,419,3,1623.91,541.3033333333334,76,United Kingdom,0.7170796882029825,1,High,1,0,0.9003,False,,Medium,44,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15310,2026-06-03T04:00:35+00:00,378,1,1619.92,1619.92,45,United Kingdom,0.732775993861572,1,High,1,0,0.9003,False,,Medium,45,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
17028,2026-06-03T04:00:35+00:00,481,3,1599.51,533.17,85,United Kingdom,0.7606866270746828,1,High,1,0,0.9003,False,,Medium,46,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13337,2026-06-03T04:00:35+00:00,446,1,1577.1,1577.1,87,United Kingdom,0.777606967579156,1,High,1,0,0.9003,False,,Medium,47,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13042,2026-06-03T04:00:35+00:00,498,3,1549.54,516.5133333333333,164,United Kingdom,0.7563194509058304,1,High,1,0,0.9003,False,,Medium,48,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13361,2026-06-03T04:00:35+00:00,372,2,1450.5,725.25,29,United Kingdom,0.7524292319759772,1,High,1,0,0.9003,False,,Medium,49,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13543,2026-06-03T04:00:35+00:00,534,2,1439.61,719.8050000000001,37,United Kingdom,0.8576842312152274,1,High,1,0,0.9003,False,,Medium,50,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
16088,2026-06-03T04:00:35+00:00,475,2,1437.43,718.7149999999999,3,United Kingdom,0.8677372658784029,1,High,1,0,0.9003,False,,Medium,51,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
16077,2026-06-03T04:00:35+00:00,525,1,1419.6,1419.6,8,United Kingdom,0.8849118353438209,1,High,1,0,0.9003,False,,Medium,52,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12549,2026-06-03T04:00:35+00:00,475,6,1407.68,234.61333333333332,38,USA,0.7773593417465489,1,High,1,0,0.9003,False,,Medium,53,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12533,2026-06-03T04:00:35+00:00,527,2,1343.49,671.745,63,Germany,0.7887720716313319,1,High,1,0,0.9003,False,,Medium,54,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12711,2026-06-03T04:00:35+00:00,511,2,1317.7,658.8499999999999,56,Germany,0.7778048645368509,1,High,1,0,0.9003,False,,Medium,55,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
16296,2026-06-03T04:00:35+00:00,526,4,1313.67,328.4175,56,United Kingdom,0.7982151180941589,1,High,1,0,0.9003,False,,Medium,56,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14933,2026-06-03T04:00:35+00:00,343,4,1262.6,315.65,1,Channel Islands,0.8115743912193515,1,High,1,0,0.9003,False,,Medium,57,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
18286,2026-06-03T04:00:35+00:00,376,2,1234.26,617.13,67,United Kingdom,0.7138354770149281,1,High,1,0,0.9003,False,,Medium,58,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
17529,2026-06-03T04:00:35+00:00,510,2,1233.25,616.625,78,United Kingdom,0.8101866372987576,1,High,1,0,0.9003,False,,Medium,59,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13074,2026-06-03T04:00:35+00:00,411,4,1228.26,307.065,26,United Kingdom,0.7264164014369562,1,High,1,0,0.9003,False,,Medium,60,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
17539,2026-06-03T04:00:35+00:00,517,4,1224.52,306.13,132,United Kingdom,0.7648661193924922,1,High,1,0,0.9003,False,,Medium,61,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14430,2026-06-03T04:00:35+00:00,411,3,1220.9,406.9666666666667,29,United Kingdom,0.7549409065883244,1,High,1,0,0.9003,False,,Medium,62,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13459,2026-06-03T04:00:35+00:00,524,2,1167.61,583.805,57,United Kingdom,0.822761429523312,1,High,1,0,0.9003,False,,Medium,63,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12439,2026-06-03T04:00:35+00:00,582,2,1158.18,579.09,69,Cyprus,0.8969839682367429,1,High,1,0,0.9003,False,,Medium,64,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12742,2026-06-03T04:00:35+00:00,525,1,1154.8,1154.8,67,United Arab Emirates,0.8757779377249276,1,High,1,0,0.9003,False,,Medium,65,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
17477,2026-06-03T04:00:35+00:00,512,2,1144.3,572.15,44,United Kingdom,0.8504924483971036,1,High,1,0,0.9003,False,,Medium,66,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13393,2026-06-03T04:00:35+00:00,483,4,1135.45,283.8625,53,United Kingdom,0.7678542901798967,1,High,1,0,0.9003,False,,Medium,67,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
17622,2026-06-03T04:00:35+00:00,497,2,1130.21,565.105,19,United Kingdom,0.8492539542627481,1,High,1,0,0.9003,False,,Medium,68,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14671,2026-06-03T04:00:35+00:00,449,2,1124.45,562.225,48,United Kingdom,0.787291925542644,1,High,1,0,0.9003,False,,Medium,69,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14917,2026-06-03T04:00:35+00:00,496,2,1115.51,557.755,29,United Kingdom,0.8248944241590244,1,High,1,0,0.9003,False,,Medium,70,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15559,2026-06-03T04:00:35+00:00,468,1,1109.4,1109.4,62,United Kingdom,0.819903146320279,1,High,1,0,0.9003,False,,Medium,71,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15546,2026-06-03T04:00:35+00:00,506,2,1079.1,539.5500000000001,6,United Kingdom,0.8846110762846122,1,High,1,0,0.9003,False,,Medium,72,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15586,2026-06-03T04:00:35+00:00,492,3,1071.9,357.3,30,United Kingdom,0.7939259668985622,1,High,1,0,0.9003,False,,Medium,73,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13775,2026-06-03T04:00:35+00:00,490,1,1049.66,1049.66,63,United Kingdom,0.8369727879179484,1,High,1,0,0.9003,False,,Medium,74,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
16527,2026-06-03T04:00:35+00:00,324,1,1046.88,1046.88,58,United Kingdom,0.7029654546469527,1,High,0,0,0.9003,False,,Medium,75,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
16435,2026-06-03T04:00:35+00:00,412,3,1021.37,340.45666666666665,119,United Kingdom,0.704488896672411,1,High,1,0,0.9003,False,,Medium,76,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12905,2026-06-03T04:00:35+00:00,476,2,1016.42,508.21,52,United Kingdom,0.8073412965601657,1,High,1,0,0.9003,False,,Medium,77,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13039,2026-06-03T04:00:35+00:00,484,4,1010.73,252.6825,37,United Kingdom,0.7996251384510915,1,High,1,0,0.9003,False,,Medium,78,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15771,2026-06-03T04:00:35+00:00,504,3,1006.54,335.5133333333333,26,United Kingdom,0.8248602500167619,1,High,1,0,0.9003,False,,Medium,79,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13965,2026-06-03T04:00:35+00:00,376,3,996.61,332.2033333333333,23,United Kingdom,0.7356786155384875,1,High,1,0,0.9003,False,,Medium,80,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
16661,2026-06-03T04:00:35+00:00,440,4,986.63,246.65750000000003,50,United Kingdom,0.7501969280937076,1,High,1,0,0.9003,False,,Medium,81,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13641,2026-06-03T04:00:35+00:00,540,5,983.48,196.696,41,United Kingdom,0.7926887276152476,1,High,1,0,0.9003,False,,Medium,82,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14230,2026-06-03T04:00:35+00:00,335,3,979.8,326.6,27,United Kingdom,0.7099211503254793,1,High,1,0,0.9003,False,,Medium,83,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13204,2026-06-03T04:00:35+00:00,631,1,959.66,959.66,57,United Kingdom,0.9086238401420281,1,High,1,0,0.9003,False,,Medium,84,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12486,2026-06-03T04:00:35+00:00,331,1,958.13,958.13,49,Sweden,0.7765810357352254,1,High,1,0,0.9003,False,,Medium,85,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15430,2026-06-03T04:00:35+00:00,367,2,954.75,477.375,36,United Kingdom,0.747651214904547,1,High,1,0,0.9003,False,,Medium,86,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15177,2026-06-03T04:00:35+00:00,325,1,948.93,948.93,26,United Kingdom,0.7378469562244584,1,High,1,0,0.9003,False,,Medium,87,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15176,2026-06-03T04:00:35+00:00,567,1,938.04,938.04,52,United Kingdom,0.8828748031224922,1,High,1,0,0.9003,False,,Medium,88,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
17020,2026-06-03T04:00:35+00:00,442,2,935.62,467.81,64,United Kingdom,0.765375833367195,1,High,1,0,0.9003,False,,Medium,89,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15268,2026-06-03T04:00:35+00:00,378,3,932.3,310.7666666666667,21,United Kingdom,0.7417560701922977,1,High,1,0,0.9003,False,,Medium,90,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12396,2026-06-03T04:00:35+00:00,574,1,931.43,931.43,65,RSA,0.906513058158415,1,High,1,0,0.9003,False,,Medium,91,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13465,2026-06-03T04:00:35+00:00,346,2,931.12,465.56,34,United Kingdom,0.7130591683057789,1,High,1,0,0.9003,False,,Medium,92,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13288,2026-06-03T04:00:35+00:00,343,5,927.61,185.522,7,United Kingdom,0.7083257225134647,1,High,1,0,0.9003,False,,Medium,93,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14568,2026-06-03T04:00:35+00:00,335,1,922.1,922.1,47,Channel Islands,0.775930458147408,1,High,1,0,0.9003,False,,Medium,94,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12368,2026-06-03T04:00:35+00:00,528,1,917.7,917.7,18,Cyprus,0.9132984440356661,1,High,1,0,0.9003,False,,Medium,95,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12675,2026-06-03T04:00:35+00:00,453,2,917.35,458.675,111,Italy,0.8286812109564193,1,High,1,0,0.9003,False,,Medium,96,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13872,2026-06-03T04:00:35+00:00,427,3,915.57,305.19,51,United Kingdom,0.7619488033355025,1,High,1,0,0.9003,False,,Medium,97,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12543,2026-06-03T04:00:35+00:00,348,1,915.0,915.0,43,Spain,0.7867615193414872,1,High,1,0,0.9003,False,,Medium,98,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15259,2026-06-03T04:00:35+00:00,412,4,906.17,226.5425,50,United Kingdom,0.7125553876176612,1,High,1,0,0.9003,False,,Medium,99,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14969,2026-06-03T04:00:35+00:00,603,1,901.59,901.59,13,United Kingdom,0.9126485862805543,1,High,1,0,0.9003,False,,Medium,100,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14061,2026-06-03T04:00:35+00:00,407,3,898.4300000000001,299.4766666666667,17,United Kingdom,0.7993777365129452,1,High,1,0,0.9003,False,,Medium,101,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12801,2026-06-03T04:00:35+00:00,400,1,896.5699999999999,896.5699999999999,50,Sweden,0.8263993647013568,1,High,1,0,0.9003,False,,Medium,102,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15824,2026-06-03T04:00:35+00:00,353,2,890.94,445.47,24,United Kingdom,0.7365499701828185,1,High,1,0,0.9003,False,,Medium,103,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13768,2026-06-03T04:00:35+00:00,626,2,875.97,437.985,30,United Kingdom,0.9047891904177725,1,High,1,0,0.9003,False,,Medium,104,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14372,2026-06-03T04:00:35+00:00,343,2,860.08,430.04,36,United Kingdom,0.7222311108866356,1,High,1,0,0.9003,False,,Medium,105,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
17161,2026-06-03T04:00:35+00:00,344,1,856.01,856.01,52,United Kingdom,0.7312586515887637,1,High,1,0,0.9003,False,,Medium,106,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15784,2026-06-03T04:00:35+00:00,367,2,848.3299999999999,424.165,33,United Kingdom,0.7458088299171068,1,High,1,0,0.9003,False,,Medium,107,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14556,2026-06-03T04:00:35+00:00,496,3,835.34,278.44666666666666,158,United Kingdom,0.7856136188978982,1,High,1,0,0.9003,False,,Medium,108,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15190,2026-06-03T04:00:35+00:00,334,1,834.24,834.24,40,United Kingdom,0.7197886603484301,1,High,1,0,0.9003,False,,Medium,109,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12903,2026-06-03T04:00:35+00:00,328,1,833.53,833.53,41,United Kingdom,0.7273720540933493,1,High,1,0,0.9003,False,,Medium,110,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
16798,2026-06-03T04:00:35+00:00,454,3,831.71,277.2366666666667,141,United Kingdom,0.7677617526112908,1,High,1,0,0.9003,False,,Medium,111,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
16246,2026-06-03T04:00:35+00:00,359,2,827.25,413.625,79,United Kingdom,0.7150230479544447,1,High,1,0,0.9003,False,,Medium,112,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14260,2026-06-03T04:00:35+00:00,371,3,826.12,275.3733333333333,50,United Kingdom,0.7012877527835826,1,High,1,0,0.9003,False,,Medium,113,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
14872,2026-06-03T04:00:35+00:00,383,3,825.24,275.08,34,United Kingdom,0.7191177104144717,1,High,1,0,0.9003,False,,Medium,114,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15137,2026-06-03T04:00:35+00:00,420,2,823.4,411.7,34,United Kingdom,0.7765324246934358,1,High,1,0,0.9003,False,,Medium,115,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13612,2026-06-03T04:00:35+00:00,532,1,818.29,818.29,50,United Kingdom,0.8674747258591782,1,High,1,0,0.9003,False,,Medium,116,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13595,2026-06-03T04:00:35+00:00,416,3,818.22,272.74,114,United Kingdom,0.7281828447011139,1,High,1,0,0.9003,False,,Medium,117,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12632,2026-06-03T04:00:35+00:00,420,2,812.39,406.195,32,Germany,0.7266971654206124,1,High,1,0,0.9003,False,,Medium,118,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
16958,2026-06-03T04:00:35+00:00,335,1,808.44,808.44,69,United Kingdom,0.7134783457984666,1,High,1,0,0.9003,False,,Medium,119,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12730,2026-06-03T04:00:35+00:00,421,1,803.9,803.9,47,Germany,0.7738622747643236,1,High,1,0,0.9003,False,,Medium,120,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13041,2026-06-03T04:00:35+00:00,350,4,799.13,199.7825,23,United Kingdom,0.7009981192443189,1,High,1,0,0.9003,False,,Medium,121,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15309,2026-06-03T04:00:35+00:00,510,4,797.96,199.49,49,United Kingdom,0.8036217246948414,1,High,1,0,0.9003,False,,Medium,122,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13541,2026-06-03T04:00:35+00:00,327,2,785.25,392.625,10,United Kingdom,0.7560223748881691,1,High,1,0,0.9003,False,,Medium,123,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12440,2026-06-03T04:00:35+00:00,362,2,784.05,392.025,21,Austria,0.8094013203741224,1,High,1,0,0.9003,False,,Medium,124,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13287,2026-06-03T04:00:35+00:00,503,3,781.59,260.53000000000003,46,United Kingdom,0.8168317766118735,1,High,1,0,0.9003,False,,Medium,125,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
13175,2026-06-03T04:00:35+00:00,482,2,781.4499999999999,390.725,40,United Kingdom,0.8249177231679192,1,High,1,0,0.9003,False,,Medium,126,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
17482,2026-06-03T04:00:35+00:00,387,2,778.19,389.095,50,United Kingdom,0.7633450336117275,1,High,1,0,0.9003,False,,Medium,127,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15794,2026-06-03T04:00:35+00:00,636,2,777.0,388.5,15,United Kingdom,0.9204589573202674,1,High,1,0,0.9003,False,,Medium,128,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12696,2026-06-03T04:00:35+00:00,334,2,776.76,388.38,43,Finland,0.7560275693717292,1,High,1,0,0.9003,False,,Medium,129,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
12761,2026-06-03T04:00:35+00:00,357,2,772.75,386.375,27,Netherlands,0.8036078085140919,1,High,1,0,0.9003,False,,Medium,130,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
15331,2026-06-03T04:00:35+00:00,399,3,767.91,255.97000000000003,41,United Kingdom,0.7266733353548136,1,High,1,0,0.9003,False,,Medium,131,90,Win-back campaign,"High churn risk, lower value",Light discount,No,
